0 0 0 0 0
1 0.0785398 0.00354342 0.0434709 -0.0406658
2 0.15708 0.00429279 -0.0425342 -0.049836
3 0.235619 0.00430427 -0.063795 0.0153124
4 0.314159 0.0031551 -0.0136334 0.0544906
5 0.392699 0.00191965 0.0339132 0.0277405
6 0.471239 0.00103174 0.0285866 -0.0146475
7 0.549779 0.000509474 -0.000486147 -0.0225663
8 0.628319 0.000245809 -0.0121678 -0.00988702
9 0.706858 0.000249405 -0.0151217 -0.00455385
10 0.785398 0.000772952 -0.0266671 0.00786241
11 0.863938 0.00226076 -0.0191891 0.0435033
12 0.942478 0.00509851 0.0359951 0.0616674
13 1.02102 0.00917906 0.0954043 0.00877896
14 1.09956 0.0135482 0.0773197 -0.087005
15 1.1781 0.0164977 -0.0234886 -0.126277
16 1.25664 0.0160172 -0.110065 -0.0624731
17 1.33518 0.0107066 -0.0984512 0.0318433
18 1.41372 0.00338372 -0.0187821 0.0550541
19 1.49226 0.00110976 0.0333118 0.000290126
20 1.5708 0.00297315 0.0185988 -0.0512566
