0.0628319 1.72054e+08
0.125664 1.69459e+08
0.188496 4.10531e+08
0.251327 5.39781e+08
0.314159 5.49644e+08
0.376991 3.20705e+08
0.439823 9.01489e+08
0.502655 8.32833e+08
0.565487 1.08437e+09
0.628319 7.28905e+08
0.69115 1.10103e+09
0.753982 1.32981e+09
0.816814 1.18788e+09
0.879646 1.24072e+09
0.942478 2.06204e+09
1.00531 1.67521e+09
1.06814 1.48532e+09
1.13097 1.38287e+09
1.19381 2.16221e+09
1.25664 2.07364e+09
1.31947 2.18567e+09
1.3823 2.06994e+09
1.44513 2.02683e+09
1.50796 2.00604e+09
1.5708 3.81647e+09
1.63363 2.89706e+09
1.69646 3.09736e+09
1.75929 2.71237e+09
1.82212 3.11302e+09
1.88496 3.25801e+09
1.94779 3.81112e+09
2.01062 3.1584e+09
2.07345 2.80649e+09
2.13628 3.29245e+09
2.19911 3.40586e+09
2.26195 3.71835e+09
2.32478 4.29953e+09
2.38761 4.45756e+09
2.45044 3.34934e+09
2.51327 3.534e+09
2.57611 4.87679e+09
2.63894 4.33648e+09
2.70177 4.19461e+09
2.7646 4.97778e+09
2.82743 4.83925e+09
2.89027 5.79314e+09
2.9531 4.90432e+09
3.01593 5.03332e+09
3.07876 4.96078e+09
