0 2.17382199142713e-11 2.1738219914272e-11 -7.3670773305504e-25
6.283000488 2.17382198510333e-11 2.1738219850949e-11 8.43045678207853e-23
6.283001117 2.17382198514633e-11 2.17382198513793e-11 8.40040686138813e-23
6.283001746 2.17382198518918e-11 2.17382198518081e-11 8.37068005812451e-23
6.283002375 2.17382198523188e-11 2.17382198522354e-11 8.34127637228766e-23
6.283003004 2.17382198527444e-11 2.17382198526613e-11 8.31154956902404e-23
6.283003633 2.17382198531685e-11 2.17382198530857e-11 8.28214588318719e-23
6.283004262 2.17382198535912e-11 2.17382198535087e-11 8.25306531477712e-23
6.283004891 2.17382198540124e-11 2.17382198539302e-11 8.22269227665994e-23
6.28300552 2.17382198544321e-11 2.17382198543502e-11 8.19328859082309e-23
6.283006149 2.17382198548504e-11 2.17382198547687e-11 8.16388490498625e-23
6.283006778 2.17382198552671e-11 2.17382198551858e-11 8.13383498429585e-23
6.283007407 2.17382198556825e-11 2.17382198556014e-11 8.10410818103222e-23
6.283008036 2.17382198560963e-11 2.17382198560156e-11 8.07470449519538e-23
6.283008665 2.17382198565087e-11 2.17382198564283e-11 8.04465457450497e-23
6.283009294 2.17382198569196e-11 2.17382198568395e-11 8.01525088866813e-23
6.283009923 2.17382198573291e-11 2.17382198572492e-11 7.98584720283128e-23
6.283010552 2.17382198577371e-11 2.17382198576575e-11 7.95579728214088e-23
6.283011181 2.17382198581436e-11 2.17382198580643e-11 7.92607047887725e-23
6.28301181 2.17382198585486e-11 2.17382198584697e-11 7.89666679304041e-23
6.283012439 2.17382198589522e-11 2.17382198588735e-11 7.86693998977678e-23
6.283013068 2.17382198593543e-11 2.1738219859276e-11 7.83689006908638e-23
6.283013697 2.1738219859755e-11 2.17382198596769e-11 7.80780950067631e-23
6.283014326 2.17382198601542e-11 2.17382198600764e-11 7.77775957998591e-23
6.283014955 2.17382198605519e-11 2.17382198604744e-11 7.74803277672229e-23
6.283015584 2.17382198609481e-11 2.17382198608709e-11 7.71862909088544e-23
6.283016213 2.17382198613429e-11 2.1738219861266e-11 7.68857917019504e-23
6.283016842 2.17382198617362e-11 2.17382198616596e-11 7.65852924950463e-23
6.283017471 2.17382198621281e-11 2.17382198620518e-11 7.62944868109457e-23
6.2830181 2.17382198625184e-11 2.17382198624425e-11 7.59907564297738e-23
6.283018729 2.17382198629074e-11 2.17382198628317e-11 7.56934883971376e-23
6.283019358 2.17382198632948e-11 2.17382198632194e-11 7.53994515387691e-23
6.283019987 2.17382198636808e-11 2.17382198636057e-11 7.51021835061329e-23
6.283020616 2.17382198640653e-11 2.17382198639905e-11 7.48016842992289e-23
6.283021245 2.17382198644483e-11 2.17382198643738e-11 7.45044162665926e-23
6.283021874 2.17382198648299e-11 2.17382198647557e-11 7.42071482339564e-23
6.283022503 2.173821986521e-11 2.17382198651361e-11 7.39098802013201e-23
6.283023132 2.17382198655887e-11 2.17382198655151e-11 7.36126121686839e-23
6.283023761 2.17382198659659e-11 2.17382198658925e-11 7.33088817875121e-23
6.28302439 2.17382198663416e-11 2.17382198662686e-11 7.30116137548758e-23
6.283025019 2.17382198667158e-11 2.17382198666431e-11 7.27208080707752e-23
