0 0 0
0 1 0
0 2 0
0 3 0
0 4 0
0 5 0
0 6 0
0 7 0
0 8 0
0 9 0
0 10 0
0 11 0
0 12 0
0 13 0
0 14 0
0 15 0
0 16 0
0 17 0
0 18 0
0 19 0
0 20 0
0 21 0
0 22 0
0 23 0
0 24 0
0 25 0.5
0 26 0.5
0 27 1
0 28 1
0 29 1
0 30 1
0 31 1
0 32 1
0 33 1
0 34 1
0 35 1
0 36 1
0 37 1
0 38 1
0 39 1
0 40 1
0 41 1
0 42 1
0 43 1
0 44 1
0 45 1
0 46 1
0 47 1
0 48 1
0 49 0.5
0 50 0.5
0 51 0
0 52 0
0 53 0
0 54 0
0 55 0
0 56 0
0 57 0
0 58 0
0 59 0
0 60 0
0 61 0
0 62 0
0 63 0
0 64 0
0 65 0
0 66 0
0 67 0
0 68 0
0 69 0
0 70 0
0 71 0
0 72 0
0 73 0
0 74 0
0 75 0
0 76 0
0 77 0
0 78 0
0 79 0
0 80 0
0 81 0
0 82 0
0 83 0
0 84 0
0 85 0
0 86 0
0 87 0
0 88 0
0 89 0
0 90 0
0 91 0
0 92 0
0 93 0
0 94 0
0 95 0
0 96 0
0 97 0
0 98 0
0 99 0
1 0 0
1 1 0
1 2 0
1 3 0
1 4 0
1 5 0
1 6 0
1 7 0
1 8 0
1 9 0
1 10 0
1 11 0
1 12 0
1 13 0
1 14 0
1 15 0
1 16 0
1 17 0
1 18 0
1 19 0
1 20 0
1 21 0
1 22 0
1 23 0
1 24 0.2375
1 25 0.2375
1 26 0.7625
1 27 0.7625
1 28 1
1 29 1
1 30 1
1 31 1
1 32 1
1 33 1
1 34 1
1 35 1
1 36 1
1 37 1
1 38 1
1 39 1
1 40 1
1 41 1
1 42 1
1 43 1
1 44 1
1 45 1
1 46 1
1 47 1
1 48 0.7375
1 49 0.7375
1 50 0.2625
1 51 0.2625
1 52 0
1 53 0
1 54 0
1 55 0
1 56 0
1 57 0
1 58 0
1 59 0
1 60 0
1 61 0
1 62 0
1 63 0
1 64 0
1 65 0
1 66 0
1 67 0
1 68 0
1 69 0
1 70 0
1 71 0
1 72 0
1 73 0
1 74 0
1 75 0
1 76 0
1 77 0
1 78 0
1 79 0
1 80 0
1 81 0
1 82 0
1 83 0
1 84 0
1 85 0
1 86 0
1 87 0
1 88 0
1 89 0
1 90 0
1 91 0
1 92 0
1 93 0
1 94 0
1 95 0
1 96 0
1 97 0
1 98 0
1 99 0
2 0 0
2 1 0
2 2 0
2 3 0
2 4 0
2 5 0
2 6 0
2 7 0
2 8 0
2 9 0
2 10 0
2 11 0
2 12 0
2 13 0
2 14 0
2 15 0
2 16 0
2 17 0
2 18 0
2 19 0
2 20 0
2 21 0
2 22 0
2 23 0.109695
2 24 0.109695
2 25 0.5
2 26 0.5
2 27 0.890305
2 28 0.890305
2 29 1
2 30 1
2 31 1
2 32 1
2 33 1
2 34 1
2 35 1
2 36 1
2 37 1
2 38 1
2 39 1
2 40 1
2 41 1
2 42 1
2 43 1
2 44 1
2 45 1
2 46 1
2 47 0.85907
2 48 0.85907
2 49 0.5
2 50 0.5
2 51 0.14093
2 52 0.14093
2 53 0
2 54 0
2 55 0
2 56 0
2 57 0
2 58 0
2 59 0
2 60 0
2 61 0
2 62 0
2 63 0
2 64 0
2 65 0
2 66 0
2 67 0
2 68 0
2 69 0
2 70 0
2 71 0
2 72 0
2 73 0
2 74 0
2 75 0
2 76 0
2 77 0
2 78 0
2 79 0
2 80 0
2 81 0
2 82 0
2 83 0
2 84 0
2 85 0
2 86 0
2 87 0
2 88 0
2 89 0
2 90 0
2 91 0
2 92 0
2 93 0
2 94 0
2 95 0
2 96 0
2 97 0
2 98 0
2 99 0
3 0 0
3 1 0
3 2 0
3 3 0
3 4 0
3 5 0
3 6 0
3 7 0
3 8 0
3 9 0
3 10 0
3 11 0
3 12 0
3 13 0
3 14 0
3 15 0
3 16 0
3 17 0
3 18 0
3 19 0
3 20 0
3 21 0
3 22 0.0499645
3 23 0.0499645
3 24 0.297231
3 25 0.297231
3 26 0.702769
3 27 0.702769
3 28 0.950035
3 29 0.950035
3 30 1
3 31 1
3 32 1
3 33 1
3 34 1
3 35 1
3 36 1
3 37 1
3 38 1
3 39 1
3 40 1
3 41 1
3 42 1
3 43 1
3 44 1
3 45 1
3 46 0.923482
3 47 0.923482
3 48 0.673089
3 49 0.673089
3 50 0.326911
3 51 0.326911
3 52 0.0765183
3 53 0.0765183
3 54 0
3 55 0
3 56 0
3 57 0
3 58 0
3 59 0
3 60 0
3 61 0
3 62 0
3 63 0
3 64 0
3 65 0
3 66 0
3 67 0
3 68 0
3 69 0
3 70 0
3 71 0
3 72 0
3 73 0
3 74 0
3 75 0
3 76 0
3 77 0
3 78 0
3 79 0
3 80 0
3 81 0
3 82 0
3 83 0
3 84 0
3 85 0
3 86 0
3 87 0
3 88 0
3 89 0
3 90 0
3 91 0
3 92 0
3 93 0
3 94 0
3 95 0
3 96 0
3 97 0
3 98 0
3 99 0
4 0 0
4 1 0
4 2 0
4 3 0
4 4 0
4 5 0
4 6 0
4 7 0
4 8 0
4 9 0
4 10 0
4 11 0
4 12 0
4 13 0
4 14 0
4 15 0
4 16 0
4 17 0
4 18 0
4 19 0
4 20 0
4 21 0.0226089
4 22 0.0226089
4 23 0.165527
4 24 0.165527
4 25 0.5
4 26 0.5
4 27 0.834473
4 28 0.834473
4 29 0.977391
4 30 0.977391
4 31 1
4 32 1
4 33 1
4 34 1
4 35 1
4 36 1
4 37 1
4 38 1
4 39 1
4 40 1
4 41 1
4 42 1
4 43 1
4 44 1
4 45 0.958208
4 46 0.958208
4 47 0.790816
4 48 0.790816
4 49 0.5
4 50 0.5
4 51 0.209184
4 52 0.209184
4 53 0.0417923
4 54 0.0417923
4 55 0
4 56 0
4 57 0
4 58 0
4 59 0
4 60 0
4 61 0
4 62 0
4 63 0
4 64 0
4 65 0
4 66 0
4 67 0
4 68 0
4 69 0
4 70 0
4 71 0
4 72 0
4 73 0
4 74 0
4 75 0
4 76 0
4 77 0
4 78 0
4 79 0
4 80 0
4 81 0
4 82 0
4 83 0
4 84 0
4 85 0
4 86 0
4 87 0
4 88 0
4 89 0
4 90 0
4 91 0
4 92 0
4 93 0
4 94 0
4 95 0
4 96 0
4 97 0
4 98 0
4 99 0
5 0 0
5 1 0
5 2 0
5 3 0
5 4 0
5 5 0
5 6 0
5 7 0
5 8 0
5 9 0
5 10 0
5 11 0
5 12 0
5 13 0
5 14 0
5 15 0
5 16 0
5 17 0
5 18 0
5 19 0
5 20 0.0101995
5 21 0.0101995
5 22 0.0882663
5 23 0.0882663
5 24 0.32717
5 25 0.32717
5 26 0.67283
5 27 0.67283
5 28 0.911734
5 29 0.911734
5 30 0.9898
5 31 0.9898
5 32 1
5 33 1
5 34 1
5 35 1
5 36 1
5 37 1
5 38 1
5 39 1
5 40 1
5 41 1
5 42 1
5 43 1
5 44 0.977102
5 45 0.977102
5 46 0.868243
5 47 0.868243
5 48 0.641179
5 49 0.641179
5 50 0.358821
5 51 0.358821
5 52 0.131757
5 53 0.131757
5 54 0.0228984
5 55 0.0228984
5 56 0
5 57 0
5 58 0
5 59 0
5 60 0
5 61 0
5 62 0
5 63 0
5 64 0
5 65 0
5 66 0
5 67 0
5 68 0
5 69 0
5 70 0
5 71 0
5 72 0
5 73 0
5 74 0
5 75 0
5 76 0
5 77 0
5 78 0
5 79 0
5 80 0
