0 2.17382191668143e-11 
6.10025 2.15268918659765e-11 
6.1009 2.15276745888187e-11 
6.10155 2.15284559019597e-11 
6.1022 2.15292358050836e-11 
6.10285 2.15300142978747e-11 
6.1035 2.15307913800179e-11 
6.10415 2.15315670511989e-11 
6.1048 2.15323413111037e-11 
6.10545 2.15331141594191e-11 
6.1061 2.15338855958323e-11 
6.10675 2.15346556200312e-11 
6.1074 2.15354242317041e-11 
6.10805 2.15361914305401e-11 
6.1087 2.15369572162286e-11 
6.10935 2.15377215884598e-11 
6.11 2.15384845469245e-11 
6.11065 2.15392460913138e-11 
6.1113 2.15400062213196e-11 
6.11195 2.15407649366343e-11 
6.1126 2.15415222369508e-11 
6.11325 2.15422781219628e-11 
6.1139 2.15430325913644e-11 
6.11455 2.15437856448502e-11 
6.1152 2.15445372821155e-11 
6.11585 2.15452875028562e-11 
6.1165 2.15460363067686e-11 
6.11715 2.15467836935498e-11 
6.1178 2.15475296628974e-11 
6.11845 2.15482742145094e-11 
6.1191 2.15490173480845e-11 
6.11975 2.15497590633221e-11 
6.1204 2.15504993599219e-11 
6.12105 2.15512382375845e-11 
6.1217 2.15519756960108e-11 
6.12235 2.15527117349024e-11 
6.123 2.15534463539614e-11 
6.12365 2.15541795528906e-11 
6.1243 2.15549113313933e-11 
6.12495 2.15556416891732e-11 
6.1256 2.1556370625935e-11 
6.12625 2.15570981413835e-11 
6.1269 2.15578242352245e-11 
6.12755 2.1558548907164e-11 
6.1282 2.15592721569088e-11 
6.12885 2.15599939841662e-11 
6.1295 2.15607143886441e-11 
6.13015 2.1561433370051e-11 
6.1308 2.1562150928096e-11 
6.13145 2.15628670624886e-11 
6.1321 2.15635817729391e-11 
6.13275 2.15642950591582e-11 
6.1334 2.15650069208572e-11 
6.13405 2.15657173577482e-11 
6.1347 2.15664263695436e-11 
6.13535 2.15671339559564e-11 
6.136 2.15678401167004e-11 
6.13665 2.15685448514898e-11 
6.1373 2.15692481600393e-11 
6.13795 2.15699500420644e-11 
6.1386 2.1570650497281e-11 
6.13925 2.15713495254056e-11 
6.1399 2.15720471261554e-11 
6.14055 2.15727432992481e-11 
6.1412 2.15734380444019e-11 
6.14185 2.15741313613357e-11 
6.1425 2.15748232497689e-11 
6.14315 2.15755137094215e-11 
6.1438 2.15762027400141e-11 
6.14445 2.15768903412678e-11 
6.1451 2.15775765129044e-11 
6.14575 2.15782612546462e-11 
6.1464 2.15789445662161e-11 
6.14705 2.15796264473375e-11 
6.1477 2.15803068977346e-11 
6.14835 2.15809859171319e-11 
6.149 2.15816635052546e-11 
6.14965 2.15823396618286e-11 
6.1503 2.15830143865802e-11 
6.15095 2.15836876792363e-11 
6.1516 2.15843595395244e-11 
6.15225 2.15850299671728e-11 
6.1529 2.15856989619099e-11 
6.15355 2.15863665234652e-11 
6.1542 2.15870326515684e-11 
6.15485 2.15876973459501e-11 
6.1555 2.1588360606341e-11 
6.15615 2.1589022432473e-11 
6.1568 2.1589682824078e-11 
6.15745 2.15903417808889e-11 
6.1581 2.1590999302639e-11 
6.15875 2.15916553890621e-11 
6.1594 2.15923100398928e-11 
6.16005 2.15929632548661e-11 
6.1607 2.15936150337177e-11 
6.16135 2.15942653761838e-11 
6.162 2.15949142820012e-11 
6.16265 2.15955617509073e-11 
6.1633 2.159620778264e-11 
6.16395 2.15968523769379e-11 
6.1646 2.15974955335402e-11 
6.16525 2.15981372521865e-11 
6.1659 2.15987775326171e-11 
6.16655 2.1599416374573e-11 
6.1672 2.16000537777955e-11 
6.16785 2.16006897420267e-11 
6.1685 2.16013242670093e-11 
6.16915 2.16019573524863e-11 
6.1698 2.16025889982018e-11 
6.17045 2.16032192038999e-11 
6.1711 2.16038479693256e-11 
6.17175 2.16044752942245e-11 
6.1724 2.16051011783427e-11 
6.17305 2.16057256214269e-11 
6.1737 2.16063486232243e-11 
6.17435 2.16069701834829e-11 
6.175 2.16075903019511e-11 
6.17565 2.16082089783778e-11 
6.1763 2.16088262125128e-11 
6.17695 2.16094420041063e-11 
6.1776 2.16100563529089e-11 
