0.	0.	1.3623970075429108
0.	0.01	6.766695528742418
0.	0.02	8.507021694810994
0.	0.03	-0.4867096170144585
0.	0.04	-7.272421474553388
0.	0.05	6.599817377394318
0.	0.06	16.660159482479614
0.	0.07	5.990653977476312
0.	0.08	10.401748846795991
0.	0.09	9.2902869559557
0.	0.1	-0.6610745353931353
0.	0.11	0.261844420492952
0.	0.12	-2.6569838704968127
0.	0.13	4.05009772729268
0.	0.14	-12.547920479164782
0.	0.15	-6.330916715419616
0.	0.16	-18.87411773500344
0.	0.17	-16.94981313177561
0.	0.18	-23.71425603213943
0.	0.19	-23.467944137132385
0.	0.2	-7.066909392224348
0.	0.21	-11.745466906811457
0.	0.22	5.607669872506175
0.	0.23	12.897853822650317
0.	0.24	-9.170516609573534
0.	0.25	-3.7310326858009253
0.	0.26	11.64022225178536
0.	0.27	-1.210724665249557
0.	0.28	-11.650377636572653
0.	0.29	-6.264991829894301
0.	0.3	-15.02750825079945
0.	0.31	-11.849500644034352
0.	0.32	-1.1938316356287253
0.	0.33	1.7863208154807892
0.	0.34	4.338064353191802
0.	0.35000000000000003	-3.4045115769634395
0.	0.36	-6.700384744120889
0.	0.37	-6.620066683075624
0.	0.38	-8.921660553724738
0.	0.39	-7.114922343725451
0.	0.4	-6.155085942343912
0.	0.41000000000000003	3.5095645321308604
0.	0.42	-4.162761350582184
0.	0.43	0.804791893976406
0.	0.44	3.2460843732789546
0.	0.45	9.29849159382265
0.	0.46	-6.114164158639584
0.	0.47000000000000003	4.733796570536908
0.	0.48	-3.1019736573058485
0.	0.49	-1.276140015924131
0.	0.5	-7.083627752063188
0.	0.51	-0.8604988502932785
0.	0.52	-8.36631512351905
0.	0.53	-3.3680453601999183
0.	0.54	6.278229359675606
0.	0.55	13.255135453348304
0.	0.56	0.960302729481679
0.	0.5700000000000001	5.039447851360842
0.	0.58	2.46549813862078
0.	0.59	-2.0440761567221104
0.	0.6	-1.7542918723167769
0.	0.61	12.377947631970503
0.	0.62	9.809915336253901
0.	0.63	10.887737089725663
0.	0.64	6.803583804733136
0.	0.65	-5.03287343093361
