0 6.53699e-13 0 -5.68434e-14 0
0.0604152 3.63254 0.488587 48.702 -49.9744
0.12083 -209.332 83.8362 11.8885 -2.75171
0.181246 20.4457 -1.56453 -3.61905 26.9462
0.241661 39.6956 -55.5144 -30.6894 19.0498
0.302076 -0.703902 18.2427 -36.6308 10.346
0.362491 -15.8202 19.4015 0.392541 -50.8401
0.422907 -3.95641 -0.91271 54.2167 -25.1039
0.483322 1.58536 -4.21223 -12.1528 -25.1316
0.543737 -4.35409 0.627657 -13.1552 30.9866
0.604152 1.64866 -4.86356 -23.8774 -16.5666
0.664568 -18.1736 8.59312 -27.6263 4.39185
0.724983 -7.84386 4.79868 13.4601 -23.6538
0.785398 9.03762 -3.8832 -0.292893 -23.5772
0.845813 8.48706 8.01512 -5.94413 21.3597
0.906229 5.15707 -3.00003 10.3093 4.24605
0.966644 -4.71068 34.5153 15.2968 -20.2999
1.02706 0.555939 2.85425 -36.4569 28.2073
1.08747 -9.24811 10.1057 10.6826 -24.7121
1.14789 -3.17506 -1.84053 21.509 -29.2204
1.2083 15.4129 10.6591 -10.233 -17.8074
1.26872 3.27417 1.50996 -3.9244 10.9658
1.32914 -2.6557 15.0591 -0.641554 -1.05958
1.38955 1.23097 -3.68025 -32.2285 -2.96348
1.44997 -0.924869 8.03079 4.63763 20.1066
1.51038 -1.53687 5.23584 17.1666 0.0994262
1.5708 -1.9 -10.9 -23 -43
1.63121 -0.704137 4.44856 1.85472 -0.00272341
1.69163 -8.73493 3.71996 20.9889 -41.9032
1.75204 0.604657 2.99868 22.8307 12.212
1.81246 9.52155 -5.76264 10.0072 32.9018
1.87287 8.94102 4.78729 21.6029 9.10918
1.93329 -10.0724 5.82493 -31.4209 -7.33524
1.9937 9.88209 -5.34977 -18.3342 -9.80326
2.05412 1.76474 0.105643 2.3514 -10.4746
2.11453 -18.4342 9.68263 -15.0156 -13.2134
2.17495 -14.1067 -0.930018 13.7154 18.5031
2.23536 -3.19343 -4.84142 -35.6136 23.4963
2.29578 -4.402 8.62375 19.806 3.44239
2.35619 -0.437615 -10.6832 -1.70711 -31.5772
2.41661 0.889471 -0.207425 -10.2357 -12.9525
2.47702 -21.9995 4.63731 28.0508 1.71766
2.53744 4.49943 8.33589 16.4665 -17.8724
2.59786 -5.93729 -2.17004 4.38137 29.0934
2.65827 4.57706 -0.410057 3.75797 -9.36779
2.71869 4.19997 3.23672 15.4437 13.6355
2.7791 -10.8458 0.0948515 -10.727 -19.7961
2.83952 7.87588 10.4562 -2.76405 5.06297
2.89993 -3.06684 5.10174 2.87492 -8.8862
2.96035 6.03983 1.78883 7.32922 5.73284
3.02076 -10.9177 -2.18815 -20.4047 -15.6145
3.08118 1.72856 -2.1703 -26.0283 -0.724167
3.14159 -0.8 0 -48 0
-3.08118 1.72856 2.1703 -26.0283 0.724167
-3.02076 -10.9177 2.18815 -20.4047 15.6145
-2.96035 6.03983 -1.78883 7.32922 -5.73284
-2.89993 -3.06684 -5.10174 2.87492 8.8862
-2.83952 7.87588 -10.4562 -2.76405 -5.06297
-2.7791 -10.8458 -0.0948515 -10.727 19.7961
-2.71869 4.19997 -3.23672 15.4437 -13.6355
-2.65827 4.57706 0.410057 3.75797 9.36779
-2.59786 -5.93729 2.17004 4.38137 -29.0934
-2.53744 4.49943 -8.33589 16.4665 17.8724
-2.47702 -21.9995 -4.63731 28.0508 -1.71766
-2.41661 0.889471 0.207425 -10.2357 12.9525
-2.35619 -0.437615 10.6832 -1.70711 31.5772
-2.29578 -4.402 -8.62375 19.806 -3.44239
-2.23536 -3.19343 4.84142 -35.6136 -23.4963
-2.17495 -14.1067 0.930018 13.7154 -18.5031
-2.11453 -18.4342 -9.68263 -15.0156 13.2134
-2.05412 1.76474 -0.105643 2.3514 10.4746
-1.9937 9.88209 5.34977 -18.3342 9.80326
-1.93329 -10.0724 -5.82493 -31.4209 7.33524
-1.87287 8.94102 -4.78729 21.6029 -9.10918
-1.81246 9.52155 5.76264 10.0072 -32.9018
-1.75204 0.604657 -2.99868 22.8307 -12.212
-1.69163 -8.73493 -3.71996 20.9889 41.9032
-1.63121 -0.704137 -4.44856 1.85472 0.00272341
-1.5708 -1.9 10.9 -23 43
-1.51038 -1.53687 -5.23584 17.1666 -0.0994262
-1.44997 -0.924869 -8.03079 4.63763 -20.1066
-1.38955 1.23097 3.68025 -32.2285 2.96348
-1.32914 -2.6557 -15.0591 -0.641554 1.05958
-1.26872 3.27417 -1.50996 -3.9244 -10.9658
-1.2083 15.4129 -10.6591 -10.233 17.8074
-1.14789 -3.17506 1.84053 21.509 29.2204
-1.08747 -9.24811 -10.1057 10.6826 24.7121
-1.02706 0.555939 -2.85425 -36.4569 -28.2073
-0.966644 -4.71068 -34.5153 15.2968 20.2999
-0.906229 5.15707 3.00003 10.3093 -4.24605
-0.845813 8.48706 -8.01512 -5.94413 -21.3597
-0.785398 9.03762 3.8832 -0.292893 23.5772
-0.724983 -7.84386 -4.79868 13.4601 23.6538
-0.664568 -18.1736 -8.59312 -27.6263 -4.39185
-0.604152 1.64866 4.86356 -23.8774 16.5666
