5 0.0979801
2.5 0.00532829
1.25 0.000321524
0.625 2.00398e-05
0.3125 7.09374e-07
0.15625 2.66015e-07
0.078125 1.06406e-06
0.0390625 6.20702e-07
0.0195312 8.95585e-06
0.00976562 2.92617e-06
0.00488281 2.92617e-06
0.00244141 4.53999e-05
0.0012207 0.000130259
0.000610352 0.000281355
0.000305176 0.000202881
0.000152588 0.000880776
7.62939e-05 0.00223674
3.8147e-05 0.00124992
1.90735e-05 0.0066737
9.53674e-06 0.265465
4.76837e-06 0.225175
2.38419e-06 0.822389
1.19209e-06 1.52068
5.96046e-07 1
2.98023e-07 1
1.49012e-07 1
7.45058e-08 1
