0 4.36346 1.09615 -0.827388 -0.928333
1 4.56346 2.90385 -0.79237 0.417398
2 4.36346 0.903842 -1.09624 -1.58392
3 4.16346 2.90385 -0.992973 0.418201
4 1.06346 0.0961545 2.08505 -1.92993
5 2.66346 3.90385 0.400176 1.43252
6 2.56346 1.09616 0.353633 -0.950735
7 2.76346 3.90384 -0.0524418 1.45952
8 3.86346 0.0961583 -0.915424 -1.98353
9 2.86346 1.09615 -0.730337 -1.00386
10 2.26346 2.09615 -0.493729 -0.026414
11 2.56346 1.90385 -1.13055 -0.45536
12 3.06346 0.0961552 -0.187485 -2.07687
13 1.46346 3.90384 -1.01646 1.59781
14 1.16346 0.903844 -1.11702 -1.37424
15 1.76347 0.0961605 -0.00376153 -2.16029
16 0.863464 3.90384 -0.381734 1.68233
17 0.063463 6.90385 -0.658538 4.71013
18 2.26346 0.903841 2.0582 -1.26295
19 0.163464 2.90385 0.460931 0.762734
20 0.963463 0.903847 1.74234 -1.21323
21 0.836535 2.90385 0.395393 0.808831
22 2.43654 0.0961483 -0.786512 -2.17142
23 1.43654 1.09615 0.590535 -1.35196
24 4.83654 1.09616 0.148501 -1.36627
25 4.93654 0.0961571 -0.0306249 -2.12869
26 4.53654 2.09616 -0.654307 -0.385579
27 4.03654 1.90384 -1.01117 -0.115933
28 5.23654 2.90385 -0.223167 0.885384
29 5.63654 0.0961579 0.135583 -2.11674
30 6.03654 3.90385 0.557557 1.87776
31 6.63654 4.09616 1.24244 1.62483
32 7.53654 3.09615 2.28898 0.636823
33 4.23654 5.90385 -0.804948 3.84195
34 4.23654 5.90385 -0.54235 3.82416
35 4.33654 1.90385 -0.127057 -0.196156
36 2.63654 4.09615 -0.866804 1.71249
37 4.13654 2.09615 0.442527 -0.263052
38 1.53654 0.903842 -0.616058 -1.26918
39 0.563462 5.09616 1.01046 2.79013
40 0.0634622 1.09616 0.0134729 -1.18193
41 0.363461 2.90384 -0.19978 0.647399
42 0.236541 0.0961518 -1.00866 -2.12537
43 1.76346 2.90384 0.154988 0.59134
44 1.26346 0.0961516 -0.86174 -2.07064
45 2.66346 1.09615 0.0355258 -1.04496
46 3.26346 2.90385 0.154119 0.5147
47 4.06346 3.09616 0.501065 1.00114
48 6.06346 2.09615 2.08296 0.0208854
49 3.06346 3.09615 -1.03638 1.03804
50 3.06346 3.09615 -0.705892 1.05236
51 2.16346 4.09615 0.473234 2.06362
52 4.36346 1.09616 -0.827391 -0.928329
53 4.56346 2.90385 -0.792371 0.417403
54 4.66346 1.09615 -0.796242 -0.922314
55 3.26346 1.90385 -0.0929732 -0.581798
56 3.26347 4.09615 -0.114952 2.07006
57 0.563461 3.90384 2.50017 1.43252
58 4.86346 0.903849 -0.3841 -1.55548
59 3.96346 2.09615 -1.07803 0.0342517
60 3.06346 1.90384 -0.615046 -0.522697
61 3.26346 0.0961527 -1.13034 -2.00386
62 1.06346 5.09615 0.706271 2.97359
63 2.66346 3.09615 -1.03055 0.949135
64 0.36346 0.0961505 0.557019 -2.07687
65 1.76346 0.0961524 -1.01401 -2.10404
66 2.76346 1.09615 0.482985 -1.13198
67 1.56346 2.09615 -0.203763 -0.160295
68 2.16346 5.09616 0.918266 2.81145
69 1.36346 1.09616 0.641462 -1.21634
70 0.536541 1.09615 -0.741808 -1.24328
71 0.963463 0.903849 1.26093 -1.23727
72 0.0365395 1.90384 0.742333 -0.213232
73 3.93654 1.09615 0.374139 -1.31506
74 2.43654 0.0961535 -0.786509 -2.17142
75 1.43654 1.09615 0.590536 -1.35196
76 4.83654 1.09615 0.148497 -1.36628
77 4.93654 0.096154 -0.0306278 -2.12869
78 5.13654 0.903849 -0.0543093 -1.12064
79 5.43654 1.09616 0.0807073 -1.39029
80 6.53654 4.09616 1.07683 1.6084
81 5.43654 5.09615 -0.064417 2.61051
82 7.03654 4.09615 1.55756 1.61601
83 7.03654 2.09616 1.64243 -0.375171
84 5.23654 6.09615 -0.0110175 3.63682
85 3.63654 7.09616 -0.925521 4.65183
86 1.83654 0.0961599 0.611882 -2.17585
87 1.03654 0.0961546 1.09659 -2.19616
88 3.33654 2.09615 -0.763659 -0.287515
89 1.73654 9.90384 -0.372996 7.75682
90 1.83654 3.90384 -0.916064 1.73082
91 0.33654 0.0961525 0.11046 -2.20988
92 1.96346 0.903844 1.91347 -1.32429
93 1.56346 3.90384 1.00022 1.64739
94 0.563461 2.90385 -0.521811 0.619141
95 1.36346 1.09615 -0.245008 -1.09757
96 1.86346 0.903848 -0.261737 -1.43559
97 0.0365388 4.90385 0.334006 2.53874
98 2.06346 2.09615 -1.04588 -0.0209231
99 2.56346 1.90384 -0.998936 -0.507362
100 2.76346 0.0961496 -1.11343 -1.97912
101 3.06346 0.903843 -1.03639 -1.54427
102 2.16346 2.09615 0.194106 0.0523579
103 0.663463 2.09615 1.97323 0.0636201
