0.015708 501017
0.0314159 397191
0.0471239 315525
0.0628319 294295
0.0785398 265408
0.0942478 247497
0.109956 217853
0.125664 203162
0.141372 188423
0.15708 181805
0.172788 167525
0.188496 155864
0.204204 152246
0.219911 141549
0.235619 135608
0.251327 130339
0.267035 123972
0.282743 121228
0.298451 113983
0.314159 110814
0.329867 106520
0.345575 105027
0.361283 100721
0.376991 97487.4
0.392699 94592.1
0.408407 92561.8
0.424115 92916.2
0.439823 87072.6
0.455531 85511.3
0.471239 82856
0.486947 81885.2
0.502655 79926.2
0.518363 78268.1
0.534071 75163.2
0.549779 74162
0.565487 72738.7
0.581195 72487.3
0.596903 70429
0.612611 68206.2
0.628319 68617.8
0.644026 65636.3
0.659734 65435.1
0.675442 65268.2
0.69115 65043.2
0.706858 62684.3
0.722566 61330.5
0.738274 60055.5
0.753982 59848.9
0.76969 59225.5
0.785398 59081.7
0.801106 57768.6
0.816814 56627
0.832522 55583.8
0.84823 54637.2
0.863938 54344.1
0.879646 53505.8
0.895354 52870.5
0.911062 52465.2
0.92677 51710.6
0.942478 51081.9
0.958186 50815.3
0.973894 50010.7
0.989602 49546.4
1.00531 48704.7
1.02102 48167
1.03673 47662.7
1.05243 47315.5
1.06814 46564.2
1.08385 46097.4
1.09956 46397.3
1.11527 45239.4
1.13097 45173.7
1.14668 44841.7
1.16239 44028.9
1.1781 43158.8
1.19381 43477.8
1.20951 42080.4
1.22522 42445.2
1.24093 41944.2
1.25664 41623.2
1.27235 41478.4
1.28805 41023.7
1.30376 40551.1
1.31947 40044.2
1.33518 38968.9
1.35088 39335.5
1.36659 39373.8
1.3823 39054.2
1.39801 39283.4
1.41372 38387.7
1.42942 37989.5
1.44513 37318.3
1.46084 37673.7
1.47655 37480.6
1.49226 36970.7
1.50796 36719.1
1.52367 35827.6
1.53938 35735.9
1.55509 36851.3
1.5708 36110.4
1.5865 35995.3
1.60221 34423.5
1.61792 35032.5
1.63363 35333.9
1.64934 35301
1.66504 34696.3
1.68075 33719
1.69646 34246.1
1.71217 34088.9
1.72788 33790.3
1.74358 32840.8
1.75929 33280.2
1.775 33323.5
1.79071 32952
1.80642 32183.9
1.82212 33120
1.83783 33085.6
1.85354 32448.2
1.86925 31393.7
1.88496 31917.7
1.90066 32365.3
1.91637 30787.5
1.93208 31232.5
1.94779 31486.3
1.9635 31371.9
1.9792 30378
1.99491 30998.9
2.01062 30712
2.02633 29933.9
2.04204 30442.2
2.05774 30432.2
2.07345 29918.5
2.08916 29399.2
2.10487 30309.8
2.12058 29667.1
2.13628 28692.8
2.15199 29877.3
2.1677 29454.1
2.18341 28233
2.19911 29487.2
2.21482 29083.3
2.23053 28008.9
2.24624 28871.9
2.26195 28841.9
2.27765 27685.7
2.29336 28564.8
2.30907 28716.3
2.32478 27311.6
2.34049 28360.2
2.35619 28096.2
2.3719 27113.1
2.38761 28468.3
2.40332 27493.4
2.41903 26957.5
2.43473 28047.5
2.45044 26779.3
2.46615 27159
2.48186 27440.7
2.49757 26451.7
2.51327 27220.5
2.52898 27203.2
2.54469 26122.9
2.5604 27175.3
2.57611 26177.2
2.59181 26752.5
2.60752 26911.2
2.62323 25668.3
2.63894 26836.9
2.65465 26449.9
2.67035 25669
2.68606 26315.5
2.70177 25116.6
2.71748 26292.6
2.73319 26307.5
2.74889 25129.4
2.7646 26218.1
2.78031 25098.6
2.79602 25983.8
2.81173 25911.8
2.82743 24984.3
2.84314 25853.5
2.85885 24883
2.87456 25874.6
2.89027 25691
2.90597 24881.8
2.92168 25617.3
2.93739 24575.6
2.9531 25483.3
2.96881 24907.3
2.98451 25525.8
3.00022 25566.6
3.01593 24738
3.03164 25528.9
3.04734 24548.7
3.06305 25366.3
3.07876 24758.6
3.09447 25210.4
3.11018 25369.5
3.12588 24662.3
